GRE Score,GPA,IELTS Score,Research Paper,University Ranking,University Name,Admit Probability,country,course
330,1.5,8.9,33,44,Concordia University,0.76,CANADA,CE/CS
258,2.0,8.0,86,16,University of Winnipeg,0.91,CANADA,CE/CS
68,3.9,3.1,87,52,York University,0.2,CANADA,CE/CS
38,1.8,2.1,37,100,Nipissing University,0.32,CANADA,CE/CS
311,3.4,1.4,85,1,Trent University,0.42,CANADA,CE/CS
299,2.5,4.5,99,26,Nipissing University,0.35,CANADA,CE/CS
0,3.0,0.6,54,54,University of New Brunswick,0.92,CANADA,CE/CS
174,2.0,1.1,29,15,Queen's University,0.88,CANADA,CE/CS
276,2.7,6.1,69,64,University of Toronto,0.87,CANADA,CE/CS
278,1.7,6.1,55,65,University of Fraser Valley,0.71,CANADA,CE/CS
184,2.8,8.7,24,12,Concordia University,0.04,CANADA,CE/CS
231,3.4,7.8,77,59,Mount Royal University,0.05,CANADA,CE/CS
180,3.7,3.6,80,69,University of Guelph,0.81,CANADA,CE/CS
116,0.9,8.2,75,57,University of Fraser Valley,0.88,CANADA,CE/CS
319,3.5,6.5,54,47,Laval University,0.63,CANADA,CE/CS
170,3.2,8.9,49,7,University of New Brunswick,0.47,CANADA,CE/CS
270,2.6,0.5,58,81,Ryerson University,0.32,CANADA,CE/CS
265,1.9,2.6,31,82,Ryerson University,0.22,CANADA,CE/CS
221,1.3,4.3,89,23,Wilfrid Laurier University,0.39,CANADA,CE/CS
316,0.8,8.6,1,73,Memorial University of Newfoundland,0.33,CANADA,CE/CS
212,3.5,1.2,72,98,University of Sherbrooke,0.15,CANADA,CE/CS
117,1.3,4.0,36,71,Brock University,0.03,CANADA,CE/CS
300,3.1,7.7,67,63,University of Moncton.,0.99,CANADA,CE/CS
118,2.1,2.3,15,44,University of Ontario Institute of Technology,0.7,CANADA,CE/CS
60,0.3,3.1,45,55,University of Guelph,0.98,CANADA,CE/CS
193,3.9,3.3,3,80,Trent University,0.11,CANADA,CE/CS
32,2.0,5.4,8,43,University of British Columbia,0.12,CANADA,CE/CS
219,0.2,1.2,79,41,Mount Allison University,0.35,CANADA,CE/CS
27,0.3,7.6,16,80,Wilfrid Laurier University,0.64,CANADA,CE/CS
278,0.4,2.5,72,87,Wilfrid Laurier University,0.06,CANADA,CE/CS
110,2.3,7.9,15,41,University of Toronto,0.32,CANADA,CE/CS
59,3.6,2.7,3,72,University of Ontario Institute of Technology,0.06,CANADA,CE/CS
104,2.1,6.5,64,33,University of Guelph,0.37,CANADA,CE/CS
74,1.3,8.6,49,92,Dalhousie University,0.34,CANADA,CE/CS
70,1.6,6.1,48,66,Wilfrid Laurier University,0.92,CANADA,CE/CS
27,1.1,5.9,25,2,University of Prince Edward Island,0.88,CANADA,CE/CS
295,2.2,7.9,34,66,Royal Roads University,0.49,CANADA,CE/CS
218,2.0,1.6,4,87,University of Lethbridge,0.29,CANADA,CE/CS
148,1.5,7.3,7,23,Royal Roads University,0.06,CANADA,CE/CS
218,0.4,7.6,26,32,Ryerson University,0.58,CANADA,CE/CS
172,2.5,6.0,92,23,Bishop's University,0.15,CANADA,CE/CS
325,3.5,1.4,100,7,Concordia University,0.49,CANADA,CE/CS
286,1.0,5.9,17,59,Dalhousie University,0.33,CANADA,CE/CS
84,1.6,6.6,91,69,Thompson Rivers University,0.61,CANADA,CE/CS
146,3.1,3.2,50,47,Brock University,0.67,CANADA,CE/CS
75,2.2,6.9,70,78,Bishop's University,0.3,CANADA,CE/CS
83,0.5,4.4,27,98,York University,0.47,CANADA,CE/CS
108,3.7,1.3,57,76,University of New Brunswick,0.03,CANADA,CE/CS
51,1.8,7.6,73,15,Memorial University of Newfoundland,0.16,CANADA,CE/CS
278,2.6,4.0,2,46,Queen's University,0.02,CANADA,CE/CS
101,1.9,8.5,38,81,University of Saskatchewan,0.95,CANADA,CE/CS
59,3.4,0.1,58,77,Athabasca University,0.95,CANADA,CE/CS
226,2.3,6.2,56,91,Simon Fraser University,0.88,CANADA,CE/CS
24,1.3,6.4,59,6,Mount Royal University,0.09,CANADA,CE/CS
326,1.0,1.4,78,88,Ryerson University,0.4,CANADA,CE/CS
180,3.3,8.3,92,99,University of New Brunswick,0.91,CANADA,CE/CS
90,3.3,8.8,1,90,Dalhousie University,0.29,CANADA,CE/CS
22,0.1,4.6,29,17,University of Toronto,0.2,CANADA,CE/CS
144,0.1,4.0,6,44,University of Regina,0.43,CANADA,CE/CS
88,1.7,7.5,37,49,Laval University,0.44,CANADA,CE/CS
235,0.2,5.7,12,21,University of Lethbridge,0.5,CANADA,CE/CS
100,0.3,6.0,82,82,University of Manitoba,0.57,CANADA,CE/CS
42,1.8,3.5,68,66,University of Ottawa,0.31,CANADA,CE/CS
64,3.9,1.9,13,0,University of Prince Edward Island,0.64,CANADA,CE/CS
249,2.6,3.5,10,43,Laval University,0.59,CANADA,CE/CS
275,1.8,4.6,64,30,Laurentian University,0.82,CANADA,CE/CS
128,2.5,6.0,89,2,University of Guelph,0.0,CANADA,CE/CS
53,1.9,2.9,98,40,Mount Allison University,0.1,CANADA,CE/CS
128,0.4,7.3,26,82,University of Ontario Institute of Technology,0.42,CANADA,CE/CS
200,0.2,4.3,35,18,University of King's College,0.59,CANADA,CE/CS
24,0.4,8.9,3,47,York University,0.82,CANADA,CE/CS
14,2.8,6.6,46,14,University of Fraser Valley,0.45,CANADA,CE/CS
170,0.6,9.0,42,58,University of Western Ontario,0.27,CANADA,CE/CS
119,1.4,2.2,11,87,Laval University,0.38,CANADA,CE/CS
328,3.0,6.1,31,7,University of Victoria,0.75,CANADA,CE/CS
23,0.2,7.3,48,85,University of New Brunswick,0.48,CANADA,CE/CS
146,0.8,4.4,94,22,University of Moncton.,0.21,CANADA,CE/CS
48,2.5,7.4,95,40,University of Waterloo,0.2,CANADA,CE/CS
91,3.7,2.2,18,14,Saint Mary's University,0.38,CANADA,CE/CS
58,3.5,3.5,87,70,University of Victoria,0.9,CANADA,CE/CS
174,3.4,3.5,82,25,Royal Roads University,0.03,CANADA,CE/CS
233,3.4,8.7,60,37,University of Toronto,0.82,CANADA,CE/CS
248,2.3,1.4,28,67,Athabasca University,0.58,CANADA,CE/CS
290,1.0,8.1,83,39,Brock University,0.42,CANADA,CE/CS
183,0.8,4.5,75,70,Nipissing University,0.67,CANADA,CE/CS
150,3.4,2.2,41,75,Cape Breton University,0.55,CANADA,CE/CS
35,1.0,5.9,83,56,University of New Brunswick,0.16,CANADA,CE/CS
278,3.6,1.8,34,58,Mount Royal University,0.75,CANADA,CE/CS
301,0.4,7.0,26,54,University of New Brunswick,0.25,CANADA,CE/CS
136,0.2,0.3,94,82,Thompson Rivers University,0.64,CANADA,CE/CS
58,3.4,4.8,5,91,Ryerson University,0.11,CANADA,CE/CS
76,3.1,6.9,75,13,University of Manitoba,0.16,CANADA,CE/CS
133,0.4,0.3,7,62,Royal Roads University,0.91,CANADA,CE/CS
43,2.8,5.3,13,70,Thompson Rivers University,0.71,CANADA,CE/CS
172,3.5,8.4,10,59,University of Manitoba,0.81,CANADA,CE/CS
230,1.0,2.8,11,32,Queen's University,0.9,CANADA,CE/CS
270,3.2,8.9,36,76,University of Moncton.,0.52,CANADA,CE/CS
89,1.4,0.5,30,54,University of Calgary,0.04,CANADA,CE/CS
101,1.3,1.5,5,86,University of Ottawa,0.55,CANADA,CE/CS
148,3.9,8.2,14,11,Cape Breton University,0.88,CANADA,CE/CS
136,0.9,1.0,47,80,Carleton University,0.96,CANADA,CE/CS
309,0.1,3.9,15,39,University of Western Ontario,0.61,CANADA,CE/CS
92,1.2,7.5,56,30,University of Toronto,0.1,CANADA,CE/CS
153,2.6,6.2,24,15,Memorial University of Newfoundland,0.0,CANADA,CE/CS
284,2.5,2.5,80,40,University of Guelph,0.36,CANADA,CE/CS
98,0.6,8.6,49,26,Mount Allison University,0.34,CANADA,CE/CS
208,2.4,8.0,75,69,Dalhousie University,0.15,CANADA,CE/CS
294,1.1,1.1,66,91,Cape Breton University,0.67,CANADA,CE/CS
33,3.2,3.3,95,76,University of Regina,0.57,CANADA,CE/CS
287,3.2,1.9,19,60,University of Montreal,0.19,CANADA,CE/CS
218,4.0,8.4,41,97,Nipissing University,0.24,CANADA,CE/CS
243,2.8,2.5,46,51,University of Waterloo,0.29,CANADA,CE/CS
203,2.2,1.5,27,39,University of Waterloo,0.61,CANADA,CE/CS
316,3.5,1.6,46,8,University of New Brunswick,0.42,CANADA,CE/CS
57,3.2,3.9,65,33,University of Manitoba,0.12,CANADA,CE/CS
250,1.4,3.8,4,41,Queen's University,0.53,CANADA,CE/CS
181,0.8,5.2,32,13,University of Toronto,0.85,CANADA,CE/CS
270,2.9,1.0,98,65,University of Waterloo,0.39,CANADA,CE/CS
340,3.9,2.9,81,47,Dalhousie University,0.69,CANADA,CE/CS
169,0.2,5.7,10,2,University of British Columbia,0.06,CANADA,CE/CS
99,3.7,3.0,71,34,University of New Brunswick,0.61,CANADA,CE/CS
228,3.4,8.4,69,51,Brock University,0.73,CANADA,CE/CS
324,4.0,2.6,17,96,University of Ontario Institute of Technology,0.28,CANADA,CE/CS
125,1.3,7.6,80,73,University of Saskatchewan,0.98,CANADA,CE/CS
249,1.7,4.0,58,13,University of Lethbridge,0.37,CANADA,CE/CS
252,0.8,7.2,71,85,Cape Breton University,0.94,CANADA,CE/CS
72,3.4,6.9,100,6,University of Ontario Institute of Technology,0.55,CANADA,CE/CS
59,0.9,4.5,69,47,Carleton University,0.05,CANADA,CE/CS
74,1.1,3.5,54,82,University of Lethbridge,0.73,CANADA,CE/CS
323,3.6,8.9,60,93,University of King's College,0.69,CANADA,CE/CS
166,3.5,8.5,49,85,University of Manitoba,0.9,CANADA,CE/CS
31,3.2,1.5,31,67,Cape Breton University,0.55,CANADA,CE/CS
212,0.1,3.6,50,92,University of Calgary,0.04,CANADA,CE/CS
65,2.8,0.9,18,16,Carleton University,0.39,CANADA,CE/CS
325,2.1,3.9,3,11,McMaster University,0.95,CANADA,CE/CS
131,3.1,1.1,61,34,Nipissing University,0.24,CANADA,CE/CS
25,0.5,5.1,69,60,Cape Breton University,0.49,CANADA,CE/CS
241,3.1,4.6,32,90,Concordia University,0.14,CANADA,CE/CS
108,4.0,2.4,96,91,Queen's University,0.59,CANADA,CE/CS
49,1.2,2.5,19,31,University of Regina,0.79,CANADA,CE/CS
310,0.2,3.0,91,31,Mount Allison University,0.93,CANADA,CE/CS
328,3.3,5.7,13,29,Carleton University,0.34,CANADA,CE/CS
141,0.3,5.7,30,8,University of Toronto,0.77,CANADA,CE/CS
64,2.5,7.9,3,8,University of Manitoba,0.88,CANADA,CE/CS
92,0.1,3.9,100,53,University of Fraser Valley,0.33,CANADA,CE/CS
28,1.7,0.6,91,55,University of Saskatchewan,0.44,CANADA,CE/CS
236,2.7,2.2,55,99,Queen's University,0.48,CANADA,CE/CS
113,2.9,1.8,3,73,University of Ontario Institute of Technology,0.82,CANADA,CE/CS
48,0.4,7.8,5,63,Mount Allison University,0.48,CANADA,CE/CS
89,3.1,0.0,73,44,University of Calgary,0.86,CANADA,CE/CS
76,0.2,2.9,46,29,McMaster University,0.34,CANADA,CE/CS
320,3.7,6.7,2,26,McMaster University,0.72,CANADA,CE/CS
62,0.2,7.3,71,57,Nipissing University,0.69,CANADA,CE/CS
5,3.0,0.6,54,10,Laval University,0.88,CANADA,CE/CS
61,0.3,3.6,2,58,University of British Columbia,0.76,CANADA,CE/CS
21,0.4,5.0,5,19,University of Victoria,0.51,CANADA,CE/CS
255,1.4,6.4,18,58,University of Guelph,0.18,CANADA,CE/CS
68,3.3,6.1,72,90,Ryerson University,0.86,CANADA,CE/CS
259,1.9,4.1,86,68,Nipissing University,0.66,CANADA,CE/CS
255,3.1,1.3,38,69,University of Fraser Valley,0.76,CANADA,CE/CS
36,0.4,3.5,47,63,University of Ontario Institute of Technology,0.74,CANADA,CE/CS
137,2.1,0.1,59,66,York University,0.94,CANADA,CE/CS
14,2.2,6.4,83,44,University of Saskatchewan,0.67,CANADA,CE/CS
153,2.1,7.8,47,43,Athabasca University,0.02,CANADA,CE/CS
5,1.1,2.0,13,53,Simon Fraser University,0.43,CANADA,CE/CS
26,0.1,0.5,15,59,University of Lethbridge,0.2,CANADA,CE/CS
335,1.8,6.8,24,83,University of Guelph,0.53,CANADA,CE/CS
111,3.1,0.4,12,27,York University,0.07,CANADA,CE/CS
301,0.3,1.0,88,40,Brock University,0.65,CANADA,CE/CS
51,0.7,4.4,54,18,University of Ottawa,0.14,CANADA,CE/CS
305,1.2,3.4,37,62,Laval University,0.57,CANADA,CE/CS
101,0.1,4.9,5,17,University of Moncton.,0.58,CANADA,CE/CS
237,1.5,7.7,19,83,York University,0.38,CANADA,CE/CS
251,0.9,4.0,99,31,Athabasca University,0.56,CANADA,CE/CS
245,2.0,8.3,62,80,York University,0.86,CANADA,CE/CS
14,0.5,8.5,78,1,Laurentian University,0.45,CANADA,CE/CS
184,4.0,2.6,75,63,Memorial University of Newfoundland,0.08,CANADA,CE/CS
265,2.2,3.9,42,14,University of Winnipeg,0.43,CANADA,CE/CS
327,1.7,3.0,15,83,University of Lethbridge,0.55,CANADA,CE/CS
141,0.2,1.4,35,58,University of Lethbridge,0.27,CANADA,CE/CS
27,0.1,2.1,49,26,Simon Fraser University,0.29,CANADA,CE/CS
295,3.9,8.7,16,5,Nipissing University,0.14,CANADA,CE/CS
189,0.7,8.8,14,91,Concordia University,0.07,CANADA,CE/CS
20,1.2,5.1,45,75,Thompson Rivers University,0.45,CANADA,CE/CS
224,3.4,1.9,77,48,University of Winnipeg,0.44,CANADA,CE/CS
150,2.1,0.9,25,71,University of Toronto,0.65,CANADA,CE/CS
329,1.8,2.3,5,96,University of Lethbridge,0.5,CANADA,CE/CS
325,3.9,8.7,51,75,Royal Roads University,0.17,CANADA,CE/CS
132,0.7,8.4,38,12,Simon Fraser University,0.88,CANADA,CE/CS
265,1.2,3.2,91,16,University of Winnipeg,0.55,CANADA,CE/CS
241,2.9,5.8,39,44,University of Fraser Valley,0.37,CANADA,CE/CS
43,0.8,2.7,49,55,Dalhousie University,0.43,CANADA,CE/CS
268,2.0,0.9,1,85,Mount Royal University,0.59,CANADA,CE/CS
316,3.1,1.1,17,40,University of Victoria,0.1,CANADA,CE/CS
115,1.1,3.8,16,69,University of Alberta,0.6,CANADA,CE/CS
146,2.7,0.6,35,11,University of Alberta,0.15,CANADA,CE/CS
184,0.7,7.1,81,50,Dalhousie University,0.69,CANADA,CE/CS
223,4.0,3.8,67,26,University of Fraser Valley,0.89,CANADA,CE/CS
86,3.6,1.6,68,89,Trent University,0.72,CANADA,CE/CS
107,3.5,1.3,45,49,Trent University,0.5,CANADA,CE/CS
5,3.4,0.8,10,56,Mount Royal University,0.62,CANADA,CE/CS
290,3.8,4.4,40,17,University of Calgary,0.39,CANADA,CE/CS
110,1.0,7.0,77,15,Athabasca University,0.72,CANADA,CE/CS
285,0.9,5.6,43,56,University of Prince Edward Island,0.16,CANADA,CE/CS
241,2.6,8.6,44,82,University of Waterloo,0.27,CANADA,CE/CS
299,0.7,5.1,27,69,University of New Brunswick,0.6,CANADA,CE/CS
215,2.4,0.8,88,98,Carleton University,0.33,CANADA,CE/CS
263,0.7,7.4,44,94,University of King's College,0.23,CANADA,CE/CS
211,2.9,6.1,4,82,Simon Fraser University,0.49,CANADA,CE/CS
35,0.9,1.3,66,63,University of Montreal,0.05,CANADA,CE/CS
130,2.5,4.6,42,59,McGill University,0.94,CANADA,CE/CS
160,2.9,3.2,51,18,University of Northern British Columbia,0.6,CANADA,CE/CS
337,1.5,1.0,18,14,University of Waterloo,0.88,CANADA,CE/CS
231,1.2,6.1,63,49,University of Calgary,0.05,CANADA,CE/CS
13,2.5,2.1,32,92,Mount Allison University,0.65,CANADA,CE/CS
96,2.0,6.5,75,98,University of Winnipeg,0.52,CANADA,CE/CS
199,3.8,4.1,71,38,University of King's College,0.77,CANADA,CE/CS
14,3.1,2.9,8,88,University of Regina,0.25,CANADA,CE/CS
142,0.6,2.6,63,74,University of Ottawa,0.04,CANADA,CE/CS
257,0.5,7.4,60,83,University of Northern British Columbia,0.06,CANADA,CE/CS
30,0.1,2.1,54,62,University of Ottawa,0.98,CANADA,CE/CS
7,2.6,6.9,83,67,University of Waterloo,0.16,CANADA,CE/CS
273,4.0,3.0,32,91,Memorial University of Newfoundland,0.34,CANADA,CE/CS
37,3.7,4.6,4,19,University of Alberta,0.15,CANADA,CE/CS
28,1.5,6.3,96,54,Queen's University,0.24,CANADA,CE/CS
93,3.5,3.0,67,14,University of Lethbridge,0.11,CANADA,CE/CS
35,2.6,7.7,49,94,University of New Brunswick,0.54,CANADA,CE/CS
52,1.4,3.5,40,60,Bishop's University,0.65,CANADA,CE/CS
236,3.7,0.6,13,79,University of Manitoba,0.06,CANADA,CE/CS
215,0.8,2.1,55,72,Nipissing University,0.18,CANADA,CE/CS
164,1.4,1.3,72,0,University of Northern British Columbia,0.76,CANADA,CE/CS
116,3.5,1.9,93,9,University of Toronto,0.67,CANADA,CE/CS
203,3.8,4.0,40,73,Royal Roads University,0.22,CANADA,CE/CS
197,3.1,0.3,32,20,University of Toronto,0.97,CANADA,CE/CS
223,1.9,3.1,33,84,University of Guelph,0.12,CANADA,CE/CS
324,0.2,5.5,15,63,Trent University,0.43,CANADA,CE/CS
246,2.8,3.9,20,86,Cape Breton University,0.27,CANADA,CE/CS
282,1.7,4.7,56,10,Cape Breton University,0.95,CANADA,CE/CS
5,1.3,3.9,79,72,Dalhousie University,0.86,CANADA,CE/CS
336,0.1,6.6,40,19,University of Victoria,1.0,CANADA,CE/CS
92,3.9,3.2,8,62,University of Fraser Valley,0.03,CANADA,CE/CS
41,3.9,5.8,48,17,Saint Mary's University,0.83,CANADA,CE/CS
151,2.9,7.3,8,94,Queen's University,0.77,CANADA,CE/CS
293,0.5,7.4,85,52,Concordia University,0.06,CANADA,CE/CS
24,2.3,5.5,60,30,University of Calgary,0.36,CANADA,CE/CS
24,2.5,7.7,5,73,Brock University,0.38,CANADA,CE/CS
82,2.5,3.2,25,16,University of Moncton.,0.29,CANADA,CE/CS
64,0.8,3.9,70,32,University of Western Ontario,0.98,CANADA,CE/CS
324,0.3,4.8,60,1,Mount Allison University,0.98,CANADA,CE/CS
124,2.7,0.1,75,90,University of Ottawa,0.52,CANADA,CE/CS
183,0.7,4.9,11,4,University of British Columbia,0.58,CANADA,CE/CS
190,1.4,1.9,33,98,Saint Mary's University,0.06,CANADA,CE/CS
275,0.9,4.2,85,79,Wilfrid Laurier University,0.88,CANADA,CE/CS
19,1.1,4.8,47,65,University of New Brunswick,0.74,CANADA,CE/CS
159,3.8,0.9,95,90,University of Toronto,0.31,CANADA,CE/CS
129,3.9,1.0,62,73,Mount Allison University,0.21,CANADA,CE/CS
117,0.9,1.8,66,61,York University,0.24,CANADA,CE/CS
150,2.7,4.1,60,37,Nipissing University,0.99,CANADA,CE/CS
243,3.7,4.4,89,22,University of Windsor,0.7,CANADA,CE/CS
203,0.2,5.0,24,76,Mount Allison University,0.66,CANADA,CE/CS
255,1.9,6.6,34,17,Simon Fraser University,0.94,CANADA,CE/CS
5,3.4,1.9,93,94,McMaster University,0.55,CANADA,CE/CS
87,2.1,4.9,85,58,Mount Royal University,0.96,CANADA,CE/CS
207,3.4,3.5,48,76,Trent University,0.53,CANADA,CE/CS
140,2.5,4.0,8,78,Dalhousie University,0.59,CANADA,CE/CS
138,2.5,3.7,8,39,University of King's College,0.04,CANADA,CE/CS
262,0.6,3.3,50,88,Thompson Rivers University,0.71,CANADA,CE/CS
234,1.2,0.5,75,49,University of King's College,0.7,CANADA,CE/CS
172,2.3,1.6,32,35,University of Ottawa,0.76,CANADA,CE/CS
329,0.4,3.4,12,88,University of Saskatchewan,0.76,CANADA,CE/CS
326,1.6,5.2,76,41,University of Calgary,0.95,CANADA,CE/CS
161,1.8,8.1,22,26,University of Guelph,0.37,CANADA,CE/CS
16,2.5,0.9,10,62,University of Montreal,0.46,CANADA,CE/CS
181,3.3,6.2,33,4,University of Ottawa,0.49,CANADA,CE/CS
79,2.2,0.9,60,6,University of King's College,0.88,CANADA,CE/CS
262,1.2,3.0,82,44,University of Calgary,0.72,CANADA,CE/CS
45,0.7,2.6,74,7,University of Manitoba,0.81,CANADA,CE/CS
180,2.3,2.6,86,45,University of Windsor,0.84,CANADA,CE/CS
252,1.3,1.5,75,82,Carleton University,0.45,CANADA,CE/CS
60,0.6,8.1,17,22,Carleton University,0.24,CANADA,CE/CS
140,1.1,0.9,19,69,University of Western Ontario,0.9,CANADA,CE/CS
188,1.5,0.4,1,35,University of Winnipeg,0.81,CANADA,CE/CS
14,3.4,8.5,37,19,Brock University,0.23,CANADA,CE/CS
158,0.7,2.8,44,95,University of Moncton.,0.69,CANADA,CE/CS
109,1.0,1.6,48,56,Royal Roads University,0.88,CANADA,CE/CS
323,0.3,0.8,88,68,University of New Brunswick,0.95,CANADA,CE/CS
198,2.0,7.8,66,34,Carleton University,0.95,CANADA,CE/CS
316,3.7,3.2,18,10,University of New Brunswick,0.08,CANADA,CE/CS
83,1.2,7.7,96,73,University of Windsor,0.56,CANADA,CE/CS
160,3.2,2.9,39,81,Bishop's University,0.82,CANADA,CE/CS
223,1.5,4.0,63,48,University of New Brunswick,0.24,CANADA,CE/CS
323,1.2,8.4,27,18,Laurentian University,0.21,CANADA,CE/CS
51,1.2,8.0,99,91,University of Calgary,0.73,CANADA,CE/CS
335,3.3,1.2,92,62,Cape Breton University,0.67,CANADA,CE/CS
302,2.5,2.6,20,31,Carleton University,0.77,CANADA,CE/CS
179,0.2,9.0,28,71,University of Moncton.,0.73,CANADA,CE/CS
201,0.8,2.2,20,59,Trent University,0.2,CANADA,CE/CS
252,2.0,4.5,29,1,Wilfrid Laurier University,0.68,CANADA,CE/CS
277,0.9,6.2,82,51,Mount Allison University,0.26,CANADA,CE/CS
157,1.3,3.2,20,90,University of Guelph,0.44,CANADA,CE/CS
44,1.5,0.8,20,42,University of Waterloo,0.34,CANADA,CE/CS
10,0.7,0.6,19,80,York University,0.48,CANADA,CE/CS
91,2.8,8.2,21,16,University of Moncton.,0.97,CANADA,CE/CS
249,0.1,2.9,93,8,Memorial University of Newfoundland,0.87,CANADA,CE/CS
261,0.0,4.6,90,46,Bishop's University,0.13,CANADA,CE/CS
321,1.5,2.8,32,92,Thompson Rivers University,0.16,CANADA,CE/CS
79,1.4,3.3,63,43,Cape Breton University,0.95,CANADA,CE/CS
128,2.3,1.5,87,34,Simon Fraser University,0.15,CANADA,CE/CS
259,2.1,1.2,40,37,University of Saskatchewan,0.58,CANADA,CE/CS
39,0.3,5.4,71,95,University of Alberta,0.33,CANADA,CE/CS
218,1.3,2.1,16,45,University of Saskatchewan,0.75,CANADA,CE/CS
104,0.4,0.2,96,73,University of Saskatchewan,0.17,CANADA,CE/CS
127,1.0,7.0,50,8,University of Montreal,0.47,CANADA,CE/CS
146,1.9,5.9,72,29,McMaster University,0.44,CANADA,CE/CS
270,1.7,7.7,42,2,University of New Brunswick,0.28,CANADA,CE/CS
119,1.5,1.0,17,68,University of Saskatchewan,0.08,CANADA,CE/CS
50,3.0,7.5,59,40,University of New Brunswick,0.22,CANADA,CE/CS
151,2.0,8.0,70,11,Laval University,0.36,CANADA,CE/CS
57,3.0,2.4,48,28,University of New Brunswick,0.74,CANADA,CE/CS
210,2.0,0.2,42,16,Thompson Rivers University,0.26,CANADA,CE/CS
191,2.3,8.6,67,38,University of Lethbridge,0.51,CANADA,CE/CS
254,0.1,3.9,42,86,University of Fraser Valley,0.88,CANADA,CE/CS
244,1.7,1.6,75,86,University of Winnipeg,0.3,CANADA,CE/CS
6,2.0,5.2,10,82,Thompson Rivers University,0.7,CANADA,CE/CS
334,3.9,1.2,32,57,University of Alberta,0.77,CANADA,CE/CS
121,1.9,0.9,78,48,University of Winnipeg,0.86,CANADA,CE/CS
260,0.0,4.0,29,23,McMaster University,0.12,CANADA,CE/CS
292,3.1,5.5,86,95,University of New Brunswick,0.57,CANADA,CE/CS
137,0.5,8.4,25,31,Queen's University,0.61,CANADA,CE/CS
172,0.1,2.9,11,71,Wilfrid Laurier University,0.62,CANADA,CE/CS
326,3.9,2.5,98,69,Athabasca University,0.59,CANADA,CE/CS
115,0.2,8.8,12,10,University of Fraser Valley,0.94,CANADA,CE/CS
186,0.1,6.5,4,87,Memorial University of Newfoundland,0.09,CANADA,CE/CS
32,2.4,9.0,84,24,Queen's University,0.06,CANADA,CE/CS
133,0.6,7.9,83,81,University of New Brunswick,0.28,CANADA,CE/CS
93,2.7,1.0,98,24,University of British Columbia,0.89,CANADA,CE/CS
301,2.8,2.0,9,14,Athabasca University,0.58,CANADA,CE/CS
314,3.0,7.1,7,50,University of Prince Edward Island,0.63,CANADA,CE/CS
325,3.7,0.1,9,59,University of Sherbrooke,0.66,CANADA,CE/CS
76,0.6,6.6,79,77,University of Alberta,0.33,CANADA,CE/CS
168,2.3,7.2,49,82,Mount Allison University,0.74,CANADA,CE/CS
21,1.7,3.1,37,59,University of Winnipeg,0.32,CANADA,CE/CS
155,2.0,6.5,41,43,University of New Brunswick,0.2,CANADA,CE/CS
224,0.9,3.7,33,1,University of Manitoba,0.14,CANADA,CE/CS
52,1.5,7.9,18,29,University of Lethbridge,0.59,CANADA,CE/CS
85,2.9,2.1,3,55,Simon Fraser University,0.86,CANADA,CE/CS
11,2.9,5.3,61,36,McMaster University,0.39,CANADA,CE/CS
292,0.9,7.6,41,67,Queen's University,0.24,CANADA,CE/CS
216,3.4,5.7,8,56,University of British Columbia,0.4,CANADA,CE/CS
57,0.6,8.1,48,52,University of Sherbrooke,0.41,CANADA,CE/CS
79,1.9,0.6,100,86,University of Calgary,0.45,CANADA,CE/CS
159,3.7,1.1,18,94,University of Winnipeg,0.32,CANADA,CE/CS
334,1.0,2.7,69,40,University of Saskatchewan,0.12,CANADA,CE/CS
288,0.1,7.6,97,6,Cape Breton University,0.73,CANADA,CE/CS
284,2.7,1.4,52,61,Laval University,0.03,CANADA,CE/CS
175,1.7,3.8,53,6,Dalhousie University,0.74,CANADA,CE/CS
261,2.0,2.9,47,77,University of Prince Edward Island,1.0,CANADA,CE/CS
153,2.7,4.9,26,78,Wilfrid Laurier University,0.09,CANADA,CE/CS
195,0.8,1.4,95,75,Simon Fraser University,0.24,CANADA,CE/CS
114,3.8,4.8,93,93,Trent University,0.6,CANADA,CE/CS
196,0.9,7.1,53,59,Carleton University,0.95,CANADA,CE/CS
121,3.7,8.6,81,75,Brock University,0.62,CANADA,CE/CS
266,0.9,8.6,99,96,University of Sherbrooke,0.75,CANADA,CE/CS
158,4.0,6.8,70,95,University of Manitoba,0.93,CANADA,CE/CS
274,3.6,4.3,6,63,McMaster University,0.48,CANADA,CE/CS
93,1.5,8.8,37,18,Laurentian University,0.56,CANADA,CE/CS
226,2.9,0.4,51,100,University of Montreal,0.57,CANADA,CE/CS
7,1.3,4.0,13,63,University of Northern British Columbia,0.91,CANADA,CE/CS
98,3.5,6.1,83,49,University of Regina,0.51,CANADA,CE/CS
224,0.7,3.7,23,81,Mount Royal University,0.15,CANADA,CE/CS
109,2.7,8.5,67,54,University of Manitoba,0.73,CANADA,CE/CS
282,1.9,2.4,45,70,Wilfrid Laurier University,0.58,CANADA,CE/CS
333,1.2,7.0,3,76,University of Saskatchewan,0.49,CANADA,CE/CS
55,3.8,8.4,83,26,McGill University,0.96,CANADA,CE/CS
134,0.4,6.8,95,79,University of Manitoba,0.65,CANADA,CE/CS
24,3.6,6.6,80,73,York University,0.7,CANADA,CE/CS
123,3.8,5.5,24,99,McMaster University,0.38,CANADA,CE/CS
315,2.0,4.7,19,39,University of Prince Edward Island,0.32,CANADA,CE/CS
